,tweet,text_cleaned,text_normal,text_tokenize,text_stemming,text_filtering
77,DPR sudah menyetujui RKUHP untuk disahkan. Namun banyak pihak yang menilai sejumlah pasal di KUHP masih problematik… https://t.co/B6y9XskXV5,dpr sudah menyetujui rkuhp untuk disahkan namun banyak pihak yang menilai sejumlah pasal di kuhp masih problematik cowok byxskxv,dpr sudah menyetujui rkuhp untuk disahkan namun banyak pihak yang menilai sejumlah pasal di kuhp masih problematik cowok byxskxv,"['dpr', 'sudah', 'menyetujui', 'rkuhp', 'untuk', 'disahkan', 'namun', 'banyak', 'pihak', 'yang', 'menilai', 'sejumlah', 'pasal', 'di', 'kuhp', 'masih', 'problematik', 'cowok', 'byxskxv']","['dpr', 'sudah', 'tuju', 'rkuhp', 'untuk', 'sah', 'namun', 'banyak', 'pihak', 'yang', 'nilai', 'jumlah', 'pasal', 'di', 'kuhp', 'masih', 'problematik', 'cowok', 'byxskxv']","['dpr', 'tuju', 'rkuhp', 'sah', 'nilai', 'pasal', 'kuhp', 'problematik', 'cowok', 'byxskxv']"
78,Sebanyak enam fraksi sepakat atas keputusan tersebut https://t.co/K9BlNplYqa,sebanyak enam fraksi sepakat atas keputusan tersebut cowok kblnplyqa,sebanyak enam fraksi sepakat atas keputusan tersebut cowok kblnplyqa,"['sebanyak', 'enam', 'fraksi', 'sepakat', 'atas', 'keputusan', 'tersebut', 'cowok', 'kblnplyqa']","['banyak', 'enam', 'fraksi', 'sepakat', 'atas', 'putus', 'sebut', 'cowok', 'kblnplyqa']","['enam', 'fraksi', 'sepakat', 'putus', 'cowok', 'kblnplyqa']"
79,"Soal RKUHP Perzinaan, Gubernur Bali Akan Berikan Jaminan Privasi kepada Wisatawan Asing https://t.co/wkcTfL6vwr",soal rkuhp perzinaan gubernur bali akan berikan jaminan privasi kepada wisatawan asing cowok wkctflvwr,soal rkuhp perzinaan gubernur bali akan berikan jaminan privasi kepada wisatawan asing cowok wkctflvwr,"['soal', 'rkuhp', 'perzinaan', 'gubernur', 'bali', 'akan', 'berikan', 'jaminan', 'privasi', 'kepada', 'wisatawan', 'asing', 'cowok', 'wkctflvwr']","['soal', 'rkuhp', 'zina', 'gubernur', 'bal', 'akan', 'ikan', 'jamin', 'privasi', 'kepada', 'wisatawan', 'asing', 'cowok', 'wkctflvwr']","['rkuhp', 'zina', 'gubernur', 'bal', 'ikan', 'jamin', 'privasi', 'wisatawan', 'asing', 'cowok', 'wkctflvwr']"
80,"Akhirnya, di era Menkumham Yasonna Laoly, RKUHP disahkan DPR menjadi UU. Ada yang ngikutin pembahasan RKUHP dari aw… https://t.co/uOj8jlq8Qo",akhirnya di era menkumham yasonna laoly rkuhp disahkan dpr menjadi uu ada yang mengikuti pembahasan rkuhp dari aw cowok uojjlqqo,akhirnya di era menkumham yasonna laoly rkuhp disahkan dpr menjadi uu ada yang mengikuti pembahasan rkuhp dari aw cowok uojjlqqo,"['akhirnya', 'di', 'era', 'menkumham', 'yasonna', 'laoly', 'rkuhp', 'disahkan', 'dpr', 'menjadi', 'uu', 'ada', 'yang', 'mengikuti', 'pembahasan', 'rkuhp', 'dari', 'aw', 'cowok', 'uojjlqqo']","['akhir', 'di', 'era', 'menkumham', 'yasonna', 'laoly', 'rkuhp', 'sah', 'dpr', 'jadi', 'uu', 'ada', 'yang', 'ikut', 'bahas', 'rkuhp', 'dari', 'aw', 'cowok', 'uojjlqqo']","['era', 'menkumham', 'yasonna', 'laoly', 'rkuhp', 'sah', 'dpr', 'uu', 'bahas', 'rkuhp', 'aw', 'cowok', 'uojjlqqo']"
81,Hotman Paris Hutapea mengkritik keras pengesahan Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP). Ia menyebut ma… https://t.co/VRYB3N1J1v,hotman paris hutapea mengkritik keras pengesahan rancangan kitab undang undang hukum pidana rkuhp ia menyebut sama cowok vrybnjv,hotman paris hutapea mengkritik keras pengesahan rancangan kitab undang undang hukum pidana rkuhp ia menyebut sama cowok vrybnjv,"['hotman', 'paris', 'hutapea', 'mengkritik', 'keras', 'pengesahan', 'rancangan', 'kitab', 'undang', 'undang', 'hukum', 'pidana', 'rkuhp', 'ia', 'menyebut', 'sama', 'cowok', 'vrybnjv']","['hotman', 'paris', 'hutapea', 'kritik', 'keras', 'kesah', 'rancang', 'kitab', 'undang', 'undang', 'hukum', 'pidana', 'rkuhp', 'ia', 'sebut', 'sama', 'cowok', 'vrybnjv']","['hotman', 'paris', 'hutapea', 'kritik', 'keras', 'kesah', 'rancang', 'kitab', 'undang', 'undang', 'hukum', 'pidana', 'rkuhp', 'cowok', 'vrybnjv']"
82,"KUHP diklaim telah merefleksikan nilai-nilai Indonesia, hak asasi manusia, hingga paradigma pemidanaan yang modern.… https://t.co/qainOtFAZF",kuhp diklaim telah merefleksikan nilai nilai indonesia hak asasi manusia hingga paradigma pemidanaan yang modern cowok qainotfazf,kuhp diklaim telah merefleksikan nilai nilai indonesia hak asasi manusia hingga paradigma pemidanaan yang modern cowok qainotfazf,"['kuhp', 'diklaim', 'telah', 'merefleksikan', 'nilai', 'nilai', 'indonesia', 'hak', 'asasi', 'manusia', 'hingga', 'paradigma', 'pemidanaan', 'yang', 'modern', 'cowok', 'qainotfazf']","['kuhp', 'klaim', 'telah', 'refleksi', 'nilai', 'nilai', 'indonesia', 'hak', 'asasi', 'manusia', 'hingga', 'paradigma', 'pidana', 'yang', 'modern', 'cowok', 'qainotfazf']","['kuhp', 'klaim', 'refleksi', 'nilai', 'nilai', 'indonesia', 'hak', 'asasi', 'manusia', 'paradigma', 'pidana', 'modern', 'cowok', 'qainotfazf']"
83,"KUHP diklaim telah merefleksikan nilai-nilai Indonesia, hak asasi manusia, hingga paradigma pemidanaan yang modern.… https://t.co/dXPmNHdPjk",kuhp diklaim telah merefleksikan nilai nilai indonesia hak asasi manusia hingga paradigma pemidanaan yang modern cowok dxpmnhdpjk,kuhp diklaim telah merefleksikan nilai nilai indonesia hak asasi manusia hingga paradigma pemidanaan yang modern cowok dxpmnhdpjk,"['kuhp', 'diklaim', 'telah', 'merefleksikan', 'nilai', 'nilai', 'indonesia', 'hak', 'asasi', 'manusia', 'hingga', 'paradigma', 'pemidanaan', 'yang', 'modern', 'cowok', 'dxpmnhdpjk']","['kuhp', 'klaim', 'telah', 'refleksi', 'nilai', 'nilai', 'indonesia', 'hak', 'asasi', 'manusia', 'hingga', 'paradigma', 'pidana', 'yang', 'modern', 'cowok', 'dxpmnhdpjk']","['kuhp', 'klaim', 'refleksi', 'nilai', 'nilai', 'indonesia', 'hak', 'asasi', 'manusia', 'paradigma', 'pidana', 'modern', 'cowok', 'dxpmnhdpjk']"
84,"nah ini yang masih nanyain RKUHP udh dijelasin nih
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat… https://t.co/uMDYtZm0Qw",nah ini yang masih nanyain rkuhp sudah dijelasin ini jokowipresidenku pembangunanuntukrakyat presidenjokowihebat cowok umdytzmqw,nah ini yang masih nanyain rkuhp sudah dijelasin ini jokowipresidenku pembangunanuntukrakyat presidenjokowihebat cowok umdytzmqw,"['nah', 'ini', 'yang', 'masih', 'nanyain', 'rkuhp', 'sudah', 'dijelasin', 'ini', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'umdytzmqw']","['nah', 'ini', 'yang', 'masih', 'nanyain', 'rkuhp', 'sudah', 'dijelasin', 'ini', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'umdytzmqw']","['nanyain', 'rkuhp', 'dijelasin', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'umdytzmqw']"
85,"KSP Sebut Pengesahan RKUHP Sempurnakan Tata Regulasi Hukum!
#JokowiPresidenku
#PembangunanUntukRakyat… https://t.co/2Z5s0gb71j",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok zsgbj,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok zsgbj,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'zsgbj']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'zsgbj']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'zsgbj']"
86,"@detikcom pks slalu sulit memahami

bbm naik ga memahami, rkuhp ga memahami, dan masih banyak....

ga bakalan ngerti",detikcom pks selalu sulit memahami bbm naik enggak memahami rkuhp enggak memahami dan masih banyak enggak akan mengerti,detikcom pks selalu sulit memahami bbm naik enggak memahami rkuhp enggak memahami dan masih banyak enggak akan mengerti,"['detikcom', 'pks', 'selalu', 'sulit', 'memahami', 'bbm', 'naik', 'enggak', 'memahami', 'rkuhp', 'enggak', 'memahami', 'dan', 'masih', 'banyak', 'enggak', 'akan', 'mengerti']","['detikcom', 'pks', 'selalu', 'sulit', 'paham', 'bbm', 'naik', 'enggak', 'paham', 'rkuhp', 'enggak', 'paham', 'dan', 'masih', 'banyak', 'enggak', 'akan', 'erti']","['detikcom', 'pks', 'sulit', 'paham', 'bbm', 'paham', 'rkuhp', 'paham', 'erti']"
87,"Geger Pasal Zina di RKUHP, Ini Jawaban Mahfud MD https://t.co/bVOtNddvfo",geger pasal zina di rkuhp ini jawaban mahfud md cowok bvotnddvfo,geger pasal zina di rkuhp ini jawaban mahfud md cowok bvotnddvfo,"['geger', 'pasal', 'zina', 'di', 'rkuhp', 'ini', 'jawaban', 'mahfud', 'md', 'cowok', 'bvotnddvfo']","['geger', 'pasal', 'zina', 'di', 'rkuhp', 'ini', 'jawab', 'mahfud', 'md', 'cowok', 'bvotnddvfo']","['geger', 'pasal', 'zina', 'rkuhp', 'mahfud', 'md', 'cowok', 'bvotnddvfo']"
88,Bagi negara yg tdk ada RKUHP perzinahan sih ya ini memang sungguh menakutkan.Semoga saja dgn adanya RKUHP perzinaha… https://t.co/VQ9exrkkCX,bagi negara yang tidak ada rkuhp perzinahan sih iya ini memang sungguh menakutkan semoga saja dengan adanya rkuhp perzinaha cowok vqexrkkcx,bagi negara yang tidak ada rkuhp perzinahan sih iya ini memang sungguh menakutkan semoga saja dengan adanya rkuhp perzinaha cowok vqexrkkcx,"['bagi', 'negara', 'yang', 'tidak', 'ada', 'rkuhp', 'perzinahan', 'sih', 'iya', 'ini', 'memang', 'sungguh', 'menakutkan', 'semoga', 'saja', 'dengan', 'adanya', 'rkuhp', 'perzinaha', 'cowok', 'vqexrkkcx']","['bagi', 'negara', 'yang', 'tidak', 'ada', 'rkuhp', 'perzinahan', 'sih', 'iya', 'ini', 'memang', 'sungguh', 'takut', 'moga', 'saja', 'dengan', 'ada', 'rkuhp', 'perzinaha', 'cowok', 'vqexrkkcx']","['negara', 'rkuhp', 'perzinahan', 'sih', 'iya', 'sungguh', 'takut', 'moga', 'rkuhp', 'perzinaha', 'cowok', 'vqexrkkcx']"
89,@RamliRizal Plisss lahh RKUHP https://t.co/jFQmfy2e1S,ramlirizal plisss lah rkuhp cowok jfqmfyes,ramlirizal plisss lah rkuhp cowok jfqmfyes,"['ramlirizal', 'plisss', 'lah', 'rkuhp', 'cowok', 'jfqmfyes']","['ramlirizal', 'plisss', 'lah', 'rkuhp', 'cowok', 'jfqmfyes']","['ramlirizal', 'plisss', 'rkuhp', 'cowok', 'jfqmfyes']"
90,INILAH MANFAAT DARI RKUHP https://t.co/JpLZNLY9br,inilah manfaat dari rkuhp cowok jplznlybr,inilah manfaat dari rkuhp cowok jplznlybr,"['inilah', 'manfaat', 'dari', 'rkuhp', 'cowok', 'jplznlybr']","['ini', 'manfaat', 'dari', 'rkuhp', 'cowok', 'jplznlybr']","['manfaat', 'rkuhp', 'cowok', 'jplznlybr']"
91,INILAH MANFAAT DARI RKUHP https://t.co/SpZ8emBf6F,inilah manfaat dari rkuhp cowok spzembff,inilah manfaat dari rkuhp cowok spzembff,"['inilah', 'manfaat', 'dari', 'rkuhp', 'cowok', 'spzembff']","['ini', 'manfaat', 'dari', 'rkuhp', 'cowok', 'spzembff']","['manfaat', 'rkuhp', 'cowok', 'spzembff']"
92,INILAH MANFAAT DARI RKUHP https://t.co/jfzlv6M3aF,inilah manfaat dari rkuhp cowok jfzlvmaf,inilah manfaat dari rkuhp cowok jfzlvmaf,"['inilah', 'manfaat', 'dari', 'rkuhp', 'cowok', 'jfzlvmaf']","['ini', 'manfaat', 'dari', 'rkuhp', 'cowok', 'jfzlvmaf']","['manfaat', 'rkuhp', 'cowok', 'jfzlvmaf']"
93,INILAH MANFAAT DARI RKUHP https://t.co/vMynyC8Y0l,inilah manfaat dari rkuhp cowok vmynycyl,inilah manfaat dari rkuhp cowok vmynycyl,"['inilah', 'manfaat', 'dari', 'rkuhp', 'cowok', 'vmynycyl']","['ini', 'manfaat', 'dari', 'rkuhp', 'cowok', 'vmynycyl']","['manfaat', 'rkuhp', 'cowok', 'vmynycyl']"
94,@aaabbbbb__ Takut kena RKUHP sekarang mah :(,aaabbbbb__ takut kena rkuhp sekarang mah,aaabbbbb__ takut kena rkuhp sekarang mah,"['aaabbbbb__', 'takut', 'kena', 'rkuhp', 'sekarang', 'mah']","['aaabbbbb', 'takut', 'kena', 'rkuhp', 'sekarang', 'mah']","['aaabbbbb', 'takut', 'kena', 'rkuhp', 'mah']"
95,"KSP SEBUT PENGESAHAN RKUHP SEMPURNAKAN TATA REGULASI HUKUM!
#JokowiPresidenku
#PembangunanUntukRakyat… https://t.co/yV0hTPTSCY",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok yvhtptscy,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok yvhtptscy,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'yvhtptscy']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'yvhtptscy']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'yvhtptscy']"
96,"KSP SEBUT PENGESAHAN RKUHP SEMPURNAKAN TATA REGULASI HUKUM!
#JokowiPresidenku
#PembangunanUntukRakyat… https://t.co/LU9wqVxcSX",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok luwqvxcsx,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok luwqvxcsx,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'luwqvxcsx']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'luwqvxcsx']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'luwqvxcsx']"
97,"Penolakan terhadap RKUHP dari berbagai kalangan masih terus bergulir. Di sisi lain, Kementerian  @kemkominfo pun be… https://t.co/6dzQA18ifN",penolakan terhadap rkuhp dari berbagai kalangan masih terus bergulir di sisi lain kementerian kemkominfo pun be cowok dzqaifn,penolakan terhadap rkuhp dari berbagai kalangan masih terus bergulir di sisi lain kementerian kemkominfo pun be cowok dzqaifn,"['penolakan', 'terhadap', 'rkuhp', 'dari', 'berbagai', 'kalangan', 'masih', 'terus', 'bergulir', 'di', 'sisi', 'lain', 'kementerian', 'kemkominfo', 'pun', 'be', 'cowok', 'dzqaifn']","['tolak', 'hadap', 'rkuhp', 'dari', 'bagai', 'kalang', 'masih', 'terus', 'gulir', 'di', 'sisi', 'lain', 'menteri', 'kemkominfo', 'pun', 'be', 'cowok', 'dzqaifn']","['tolak', 'hadap', 'rkuhp', 'kalang', 'gulir', 'sisi', 'menteri', 'kemkominfo', 'be', 'cowok', 'dzqaifn']"
98,"Pengesahan RKUHP sempurnakan regulasi hukum
#JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat… https://t.co/Yg7Aywr0ua",pengesahan rkuhp sempurnakan regulasi hukum jokowipresidenku pembangunanuntukrakyat presidenjokowihebat cowok ygaywrua,pengesahan rkuhp sempurnakan regulasi hukum jokowipresidenku pembangunanuntukrakyat presidenjokowihebat cowok ygaywrua,"['pengesahan', 'rkuhp', 'sempurnakan', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'ygaywrua']","['kesah', 'rkuhp', 'sempurna', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'ygaywrua']","['kesah', 'rkuhp', 'sempurna', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'ygaywrua']"
99,"KSP SEBUT PENGESAHAN RKUHP SEMPURNAKAN TATA REGULASI HUKUM!
#JokowiPresidenku
#PembangunanUntukRakyat… https://t.co/RChyVflAfB",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok rchyvflafb,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok rchyvflafb,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'rchyvflafb']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'rchyvflafb']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'rchyvflafb']"
100,"KSP sebut pengesahan RKUHP sempurnakan tata regulasi hukum
#JokowiPresidenku #PembangunanUntukRakyat… https://t.co/TY6SCA1O1j",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok tyscaoj,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok tyscaoj,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'tyscaoj']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'tyscaoj']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'tyscaoj']"
101,"KSP SEBUT PENGESAHAN RKUHP SEMPURNAKAN TATA REGULASI HUKUM!
#JokowiPresidenku
#PembangunanUntukRakyat… https://t.co/4i1CdjncGs",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok icdjncgs,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok icdjncgs,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'icdjncgs']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'icdjncgs']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'icdjncgs']"
102,"RT @MurtadhoRoy: Pengesahan RKUHP hanya dihadiri 18 org. Sisanya, 108 org hadir secara virtual &amp; 164 org izin. Ini bener2 menghina rakyat.…",rt murtadhoroy pengesahan rkuhp hanya dihadiri orang sisanya orang hadir secara virtual amp orang izin ini benar menghina rakyat,rt murtadhoroy pengesahan rkuhp hanya dihadiri orang sisanya orang hadir secara virtual amp orang izin ini benar menghina rakyat,"['rt', 'murtadhoroy', 'pengesahan', 'rkuhp', 'hanya', 'dihadiri', 'orang', 'sisanya', 'orang', 'hadir', 'secara', 'virtual', 'amp', 'orang', 'izin', 'ini', 'benar', 'menghina', 'rakyat']","['rt', 'murtadhoroy', 'kesah', 'rkuhp', 'hanya', 'hadir', 'orang', 'sisa', 'orang', 'hadir', 'cara', 'virtual', 'amp', 'orang', 'izin', 'ini', 'benar', 'hina', 'rakyat']","['rt', 'murtadhoroy', 'kesah', 'rkuhp', 'hadir', 'orang', 'sisa', 'orang', 'hadir', 'virtual', 'amp', 'orang', 'izin', 'hina', 'rakyat']"
103,"KSP SEBUT PENGESAHAN RKUHP SEMPURNAKAN TATA REGULASI HUKUM!
#JokowiPresidenku
#PembangunanUntukRakyat… https://t.co/T3a6tm9edq",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok tatmedq,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok tatmedq,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'tatmedq']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'tatmedq']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'tatmedq']"
104,"Pengesahan RKUHP sempurnakan regulasi hukum
#JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat… https://t.co/LJ8ihXsHJs",pengesahan rkuhp sempurnakan regulasi hukum jokowipresidenku pembangunanuntukrakyat presidenjokowihebat cowok ljihxshjs,pengesahan rkuhp sempurnakan regulasi hukum jokowipresidenku pembangunanuntukrakyat presidenjokowihebat cowok ljihxshjs,"['pengesahan', 'rkuhp', 'sempurnakan', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'ljihxshjs']","['kesah', 'rkuhp', 'sempurna', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'ljihxshjs']","['kesah', 'rkuhp', 'sempurna', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'ljihxshjs']"
105,"UU KUHP baru tuai pro dan kontra, salah satunya pasal 218 tentang penghinaan terhadap Presiden.  Seperti apa bunyi… https://t.co/hBhAj0tJIl",uu kuhp baru tuai profesional dan kontra salah satunya pasal tentang penghinaan terhadap presiden seperti apa bunyi cowok hbhajtjil,uu kuhp baru tuai profesional dan kontra salah satunya pasal tentang penghinaan terhadap presiden seperti apa bunyi cowok hbhajtjil,"['uu', 'kuhp', 'baru', 'tuai', 'profesional', 'dan', 'kontra', 'salah', 'satunya', 'pasal', 'tentang', 'penghinaan', 'terhadap', 'presiden', 'seperti', 'apa', 'bunyi', 'cowok', 'hbhajtjil']","['uu', 'kuhp', 'baru', 'tuai', 'profesional', 'dan', 'kontra', 'salah', 'satu', 'pasal', 'tentang', 'hina', 'hadap', 'presiden', 'seperti', 'apa', 'bunyi', 'cowok', 'hbhajtjil']","['uu', 'kuhp', 'tuai', 'profesional', 'kontra', 'salah', 'pasal', 'hina', 'hadap', 'presiden', 'bunyi', 'cowok', 'hbhajtjil']"
106,"@literarybase Terus inget RKUHP makin sekarep dewek ""Nyes...""",literarybase terus ingat rkuhp makin sekarep dewek nyes,literarybase terus ingat rkuhp makin sekarep dewek nyes,"['literarybase', 'terus', 'ingat', 'rkuhp', 'makin', 'sekarep', 'dewek', 'nyes']","['literarybase', 'terus', 'ingat', 'rkuhp', 'makin', 'sekarep', 'dewek', 'nyes']","['literarybase', 'rkuhp', 'sekarep', 'dewek', 'nyes']"
107,"Pengesahan RKUHP sempurnakan regulasi hukum
#JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat… https://t.co/IYoxnPRtif",pengesahan rkuhp sempurnakan regulasi hukum jokowipresidenku pembangunanuntukrakyat presidenjokowihebat cowok iyoxnprtif,pengesahan rkuhp sempurnakan regulasi hukum jokowipresidenku pembangunanuntukrakyat presidenjokowihebat cowok iyoxnprtif,"['pengesahan', 'rkuhp', 'sempurnakan', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'iyoxnprtif']","['kesah', 'rkuhp', 'sempurna', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'iyoxnprtif']","['kesah', 'rkuhp', 'sempurna', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'presidenjokowihebat', 'cowok', 'iyoxnprtif']"
108,@maumeninggoyy @SuryaPelloh @thrashnotdead @Areloghy RKUHP,maumeninggoyy suryapelloh thrashnotdead areloghy rkuhp,maumeninggoyy suryapelloh thrashnotdead areloghy rkuhp,"['maumeninggoyy', 'suryapelloh', 'thrashnotdead', 'areloghy', 'rkuhp']","['maumeninggoyy', 'suryapelloh', 'thrashnotdead', 'areloghy', 'rkuhp']","['maumeninggoyy', 'suryapelloh', 'thrashnotdead', 'areloghy', 'rkuhp']"
109,@MprAldo Rkuhp di gunakan di 2025,mpraldo rkuhp di gunakan di,mpraldo rkuhp di gunakan di,"['mpraldo', 'rkuhp', 'di', 'gunakan', 'di']","['mpraldo', 'rkuhp', 'di', 'guna', 'di']","['mpraldo', 'rkuhp']"
110,"1. Cabut RKUHP bermasalah
2. Tuntaskan pelanggaran HAM berat masa lalu
3. Cabu kebijakan bermasalah
4. Hentikan rep… https://t.co/r2VqDennRN",pergi rkuhp bermasalah tuntaskan pelanggaran ham berat masa lalu cabu kebijakan bermasalah hentikan rep cowok rvqdennrn,pergi rkuhp bermasalah tuntaskan pelanggaran ham berat masa lalu cabu kebijakan bermasalah hentikan rep cowok rvqdennrn,"['pergi', 'rkuhp', 'bermasalah', 'tuntaskan', 'pelanggaran', 'ham', 'berat', 'masa', 'lalu', 'cabu', 'kebijakan', 'bermasalah', 'hentikan', 'rep', 'cowok', 'rvqdennrn']","['pergi', 'rkuhp', 'masalah', 'tuntas', 'langgar', 'ham', 'berat', 'masa', 'lalu', 'cabu', 'bijak', 'masalah', 'henti', 'rep', 'cowok', 'rvqdennrn']","['pergi', 'rkuhp', 'tuntas', 'langgar', 'ham', 'berat', 'cabu', 'bijak', 'henti', 'rep', 'cowok', 'rvqdennrn']"
