,tweet,text_cleaned,text_normal,text_tokenize,text_stemming,text_filtering
0,Saya teringat novel karya Pramoedya Ananta Toer tersebut  sehubungan dengan prokontra disahkannya RKUHP menjadi Und… https://t.co/or12BaHCNr,saya teringat novel karya pramoedya ananta toer tersebut sehubungan dengan prokontra disahkannya rkuhp menjadi und cowok orbahcnr,saya teringat novel karya pramoedya ananta toer tersebut sehubungan dengan prokontra disahkannya rkuhp menjadi und cowok orbahcnr,"['saya', 'teringat', 'novel', 'karya', 'pramoedya', 'ananta', 'toer', 'tersebut', 'sehubungan', 'dengan', 'prokontra', 'disahkannya', 'rkuhp', 'menjadi', 'und', 'cowok', 'orbahcnr']","['saya', 'ingat', 'novel', 'karya', 'pramoedya', 'ananta', 'toer', 'sebut', 'hubung', 'dengan', 'prokontra', 'sah', 'rkuhp', 'jadi', 'und', 'cowok', 'orbahcnr']","['novel', 'karya', 'pramoedya', 'ananta', 'toer', 'hubung', 'prokontra', 'sah', 'rkuhp', 'und', 'cowok', 'orbahcnr']"
1,@msaid_didu wah bisa kena RKUHP mereka itu karena berkali kali menyebut dan menghina,msaid_didu wah bisa kena rkuhp mereka itu karena berkali kali menyebut dan menghina,msaid_didu wah bisa kena rkuhp mereka itu karena berkali kali menyebut dan menghina,"['msaid_didu', 'wah', 'bisa', 'kena', 'rkuhp', 'mereka', 'itu', 'karena', 'berkali', 'kali', 'menyebut', 'dan', 'menghina']","['msaid didu', 'wah', 'bisa', 'kena', 'rkuhp', 'mereka', 'itu', 'karena', 'kali', 'kali', 'sebut', 'dan', 'hina']","['msaid didu', 'kena', 'rkuhp', 'kali', 'kali', 'hina']"
2,"""RKUHP kacau balaukan DEMOKRASI resmi disahkan!!!
Rakyat beduka atas matinya Demokrasi sejak RKUHP disahkan secara… https://t.co/OO65nLzcik",rkuhp kacau balaukan demokrasi resmi disahkan rakyat beduka atas matinya demokrasi sejak rkuhp disahkan secara cowok oonlzcik,rkuhp kacau balaukan demokrasi resmi disahkan rakyat beduka atas matinya demokrasi sejak rkuhp disahkan secara cowok oonlzcik,"['rkuhp', 'kacau', 'balaukan', 'demokrasi', 'resmi', 'disahkan', 'rakyat', 'beduka', 'atas', 'matinya', 'demokrasi', 'sejak', 'rkuhp', 'disahkan', 'secara', 'cowok', 'oonlzcik']","['rkuhp', 'kacau', 'balau', 'demokrasi', 'resmi', 'sah', 'rakyat', 'beduka', 'atas', 'mati', 'demokrasi', 'sejak', 'rkuhp', 'sah', 'cara', 'cowok', 'oonlzcik']","['rkuhp', 'kacau', 'balau', 'demokrasi', 'resmi', 'sah', 'rakyat', 'beduka', 'mati', 'demokrasi', 'rkuhp', 'sah', 'cowok', 'oonlzcik']"
3,"Seperti apa perlawanan penolakan pengesahan RKUHP di media sosial?
#MajalahTempo 
https://t.co/yHD84duaO7",seperti apa perlawanan penolakan pengesahan rkuhp di media sosial majalahtempo cowok yhdduao,seperti apa perlawanan penolakan pengesahan rkuhp di media sosial majalahtempo cowok yhdduao,"['seperti', 'apa', 'perlawanan', 'penolakan', 'pengesahan', 'rkuhp', 'di', 'media', 'sosial', 'majalahtempo', 'cowok', 'yhdduao']","['seperti', 'apa', 'lawan', 'tolak', 'kesah', 'rkuhp', 'di', 'media', 'sosial', 'majalahtempo', 'cowok', 'yhdduao']","['lawan', 'tolak', 'kesah', 'rkuhp', 'media', 'sosial', 'majalahtempo', 'cowok', 'yhdduao']"
4,"Kelompok penolak pengesahan RKUHP gencar membuat konten tentang pasal-pasal bermasalah.

Namun, aksi mereka dilawan… https://t.co/D6UdCcruyb",kelompok penolak pengesahan rkuhp gencar membuat konten tentang pasal pasal bermasalah namun aksi mereka dilawan cowok dudccruyb,kelompok penolak pengesahan rkuhp gencar membuat konten tentang pasal pasal bermasalah namun aksi mereka dilawan cowok dudccruyb,"['kelompok', 'penolak', 'pengesahan', 'rkuhp', 'gencar', 'membuat', 'konten', 'tentang', 'pasal', 'pasal', 'bermasalah', 'namun', 'aksi', 'mereka', 'dilawan', 'cowok', 'dudccruyb']","['kelompok', 'tolak', 'kesah', 'rkuhp', 'gencar', 'buat', 'konten', 'tentang', 'pasal', 'pasal', 'masalah', 'namun', 'aksi', 'mereka', 'lawan', 'cowok', 'dudccruyb']","['kelompok', 'tolak', 'kesah', 'rkuhp', 'gencar', 'konten', 'pasal', 'pasal', 'aksi', 'lawan', 'cowok', 'dudccruyb']"
5,"AAPI: Pengesahan RKUHP Dipaksakan

https://t.co/EaAbNwc9Px

https://t.co/Uy1A2IFe40
#tintamedia
🌟 Taati Allah dan R… https://t.co/tv9IXysTjt",aapi pengesahan rkuhp dipaksakan cowok eaabnwcpx cowok uyaife tintamedia taati allah dan cowok tvixystjt,aapi pengesahan rkuhp dipaksakan cowok eaabnwcpx cowok uyaife tintamedia taati allah dan cowok tvixystjt,"['aapi', 'pengesahan', 'rkuhp', 'dipaksakan', 'cowok', 'eaabnwcpx', 'cowok', 'uyaife', 'tintamedia', 'taati', 'allah', 'dan', 'cowok', 'tvixystjt']","['aapi', 'kesah', 'rkuhp', 'paksa', 'cowok', 'eaabnwcpx', 'cowok', 'uyaife', 'tintamedia', 'taat', 'allah', 'dan', 'cowok', 'tvixystjt']","['aapi', 'kesah', 'rkuhp', 'paksa', 'cowok', 'eaabnwcpx', 'cowok', 'uyaife', 'tintamedia', 'taat', 'allah', 'cowok', 'tvixystjt']"
6,"LBH Pelita Umat: Penolakan RKUHP Harus Disertai Penghapusan Pasal Serupa

https://t.co/QmvPoiEgNP… https://t.co/u5d7mmdS8s",lebih pelita umat penolakan rkuhp harus disertai penghapusan pasal serupa cowok qmvpoiegnp cowok udmmdss,lebih pelita umat penolakan rkuhp harus disertai penghapusan pasal serupa cowok qmvpoiegnp cowok udmmdss,"['lebih', 'pelita', 'umat', 'penolakan', 'rkuhp', 'harus', 'disertai', 'penghapusan', 'pasal', 'serupa', 'cowok', 'qmvpoiegnp', 'cowok', 'udmmdss']","['lebih', 'pelita', 'umat', 'tolak', 'rkuhp', 'harus', 'serta', 'hapus', 'pasal', 'rupa', 'cowok', 'qmvpoiegnp', 'cowok', 'udmmdss']","['pelita', 'umat', 'tolak', 'rkuhp', 'hapus', 'pasal', 'rupa', 'cowok', 'qmvpoiegnp', 'cowok', 'udmmdss']"
7,@abcdyougoblog Wkwk kaya nya mahasiswa ini semua blm tau ada rkuhp pelecehan seksual,abcdyougoblog tertawa kayak nya mahasiswa ini semua belum tahu ada rkuhp pelecehan seksual,abcdyougoblog tertawa kayak nya mahasiswa ini semua belum tahu ada rkuhp pelecehan seksual,"['abcdyougoblog', 'tertawa', 'kayak', 'nya', 'mahasiswa', 'ini', 'semua', 'belum', 'tahu', 'ada', 'rkuhp', 'pelecehan', 'seksual']","['abcdyougoblog', 'tertawa', 'kayak', 'nya', 'mahasiswa', 'ini', 'semua', 'belum', 'tahu', 'ada', 'rkuhp', 'leceh', 'seksual']","['abcdyougoblog', 'tertawa', 'kayak', 'nya', 'mahasiswa', 'rkuhp', 'leceh', 'seksual']"
8,"RT @juliusibrani: @ariel_heryanto @maxwalden_ Dont be fooled by the ""moral issue"".

Pasal Zina dlm RKUHP melanggar prinsip hukum dan HAM, s…",rt juliusibrani ariel_heryanto maxwalden_ dont be fooled by the moral issue pasal zina dalam rkuhp melanggar prinsip hukum dan ham,rt juliusibrani ariel_heryanto maxwalden_ dont be fooled by the moral issue pasal zina dalam rkuhp melanggar prinsip hukum dan ham,"['rt', 'juliusibrani', 'ariel_heryanto', 'maxwalden_', 'dont', 'be', 'fooled', 'by', 'the', 'moral', 'issue', 'pasal', 'zina', 'dalam', 'rkuhp', 'melanggar', 'prinsip', 'hukum', 'dan', 'ham']","['rt', 'juliusibrani', 'ariel heryanto', 'maxwalden', 'dont', 'be', 'fooled', 'by', 'the', 'moral', 'issue', 'pasal', 'zina', 'dalam', 'rkuhp', 'langgar', 'prinsip', 'hukum', 'dan', 'ham']","['rt', 'juliusibrani', 'ariel heryanto', 'maxwalden', 'dont', 'be', 'fooled', 'by', 'the', 'moral', 'issue', 'pasal', 'zina', 'rkuhp', 'langgar', 'prinsip', 'hukum', 'ham']"
9,*bacain rkuhp. https://t.co/gNhaHzHqpN,bacain rkuhp cowok gnhahzhqpn,bacain rkuhp cowok gnhahzhqpn,"['bacain', 'rkuhp', 'cowok', 'gnhahzhqpn']","['bacain', 'rkuhp', 'cowok', 'gnhahzhqpn']","['bacain', 'rkuhp', 'cowok', 'gnhahzhqpn']"
10,"Yasonna Laoly Pastikan Tidak Ada Pembatalan Visa Kunjungan Turis ke Bali Setelah Pengesahan KUHP. AAS

Selengkapnya… https://t.co/UaWohZ8ouW",yasonna laoly pastikan tidak ada pembatalan visa kunjungan turis ke bali setelah pengesahan kuhp aas selengkapnya cowok uawohzouw,yasonna laoly pastikan tidak ada pembatalan visa kunjungan turis ke bali setelah pengesahan kuhp aas selengkapnya cowok uawohzouw,"['yasonna', 'laoly', 'pastikan', 'tidak', 'ada', 'pembatalan', 'visa', 'kunjungan', 'turis', 'ke', 'bali', 'setelah', 'pengesahan', 'kuhp', 'aas', 'selengkapnya', 'cowok', 'uawohzouw']","['yasonna', 'laoly', 'pasti', 'tidak', 'ada', 'batal', 'visa', 'kunjung', 'turis', 'ke', 'bal', 'telah', 'kesah', 'kuhp', 'aas', 'lengkap', 'cowok', 'uawohzouw']","['yasonna', 'laoly', 'batal', 'visa', 'kunjung', 'turis', 'bal', 'kesah', 'kuhp', 'aas', 'lengkap', 'cowok', 'uawohzouw']"
11,"@plot @MataNajwa @narasitv Dalang nya siapa...?
Anda bikin narasi  dan di dipromosiin harus jelas siapa yg anda tud… https://t.co/CCJXSRmpyX",plot matanajwa narasitv dalang nya siapa anda bikin narasi dan di dipromosiin harus jelas siapa yang anda tud cowok ccjxsrmpyx,plot matanajwa narasitv dalang nya siapa anda bikin narasi dan di dipromosiin harus jelas siapa yang anda tud cowok ccjxsrmpyx,"['plot', 'matanajwa', 'narasitv', 'dalang', 'nya', 'siapa', 'anda', 'bikin', 'narasi', 'dan', 'di', 'dipromosiin', 'harus', 'jelas', 'siapa', 'yang', 'anda', 'tud', 'cowok', 'ccjxsrmpyx']","['plot', 'matanajwa', 'narasitv', 'dalang', 'nya', 'siapa', 'anda', 'bikin', 'narasi', 'dan', 'di', 'dipromosiin', 'harus', 'jelas', 'siapa', 'yang', 'anda', 'tud', 'cowok', 'ccjxsrmpyx']","['plot', 'matanajwa', 'narasitv', 'dalang', 'nya', 'bikin', 'narasi', 'dipromosiin', 'tud', 'cowok', 'ccjxsrmpyx']"
12,Ketakutan akan RKUHP buat turis asing itu nyata cuy. Kemaren temen kantor nanya soal UU sex outside marriage itu kr… https://t.co/WqdW3LJp3a,ketakutan akan rkuhp buat turis asing itu nyata cuy kemarin teman kantor bertanya soal uu sex outside marriage itu kira cowok wqdwljpa,ketakutan akan rkuhp buat turis asing itu nyata cuy kemarin teman kantor bertanya soal uu sex outside marriage itu kira cowok wqdwljpa,"['ketakutan', 'akan', 'rkuhp', 'buat', 'turis', 'asing', 'itu', 'nyata', 'cuy', 'kemarin', 'teman', 'kantor', 'bertanya', 'soal', 'uu', 'sex', 'outside', 'marriage', 'itu', 'kira', 'cowok', 'wqdwljpa']","['takut', 'akan', 'rkuhp', 'buat', 'turis', 'asing', 'itu', 'nyata', 'cuy', 'kemarin', 'teman', 'kantor', 'tanya', 'soal', 'uu', 'sex', 'outside', 'marriage', 'itu', 'kira', 'cowok', 'wqdwljpa']","['takut', 'rkuhp', 'turis', 'asing', 'nyata', 'cuy', 'kemarin', 'teman', 'kantor', 'uu', 'sex', 'outside', 'marriage', 'cowok', 'wqdwljpa']"
13,"@CNNIndonesia Pernyataan ini tdk mendidik dan berpotensi dijerat hukum krn ada tendensi MAKAR sesuai psl 106, psl 1… https://t.co/vDP3sM0cjC",cnnindonesia pernyataan ini tidak mendidik dan berpotensi dijerat hukum karena ada tendensi makar sesuai psl psl cowok vdpsmcjc,cnnindonesia pernyataan ini tidak mendidik dan berpotensi dijerat hukum karena ada tendensi makar sesuai psl psl cowok vdpsmcjc,"['cnnindonesia', 'pernyataan', 'ini', 'tidak', 'mendidik', 'dan', 'berpotensi', 'dijerat', 'hukum', 'karena', 'ada', 'tendensi', 'makar', 'sesuai', 'psl', 'psl', 'cowok', 'vdpsmcjc']","['cnnindonesia', 'nyata', 'ini', 'tidak', 'didik', 'dan', 'potensi', 'jerat', 'hukum', 'karena', 'ada', 'tendensi', 'makar', 'sesuai', 'psl', 'psl', 'cowok', 'vdpsmcjc']","['cnnindonesia', 'nyata', 'didik', 'potensi', 'jerat', 'hukum', 'tendensi', 'makar', 'sesuai', 'psl', 'psl', 'cowok', 'vdpsmcjc']"
14,"RT @detikfinance: RKUHP diresmikan menjadi undang-undang. Namun, KUHP ini dikhawatirkan bisa mengganggu sektor bisnis, terutama sektor pari…",rt detikfinance rkuhp diresmikan menjadi undang undang namun kuhp ini dikhawatirkan bisa mengganggu sektor bisnis terutama sektor pari,rt detikfinance rkuhp diresmikan menjadi undang undang namun kuhp ini dikhawatirkan bisa mengganggu sektor bisnis terutama sektor pari,"['rt', 'detikfinance', 'rkuhp', 'diresmikan', 'menjadi', 'undang', 'undang', 'namun', 'kuhp', 'ini', 'dikhawatirkan', 'bisa', 'mengganggu', 'sektor', 'bisnis', 'terutama', 'sektor', 'pari']","['rt', 'detikfinance', 'rkuhp', 'resmi', 'jadi', 'undang', 'undang', 'namun', 'kuhp', 'ini', 'khawatir', 'bisa', 'ganggu', 'sektor', 'bisnis', 'utama', 'sektor', 'pari']","['rt', 'detikfinance', 'rkuhp', 'resmi', 'undang', 'undang', 'kuhp', 'khawatir', 'ganggu', 'sektor', 'bisnis', 'utama', 'sektor', 'pari']"
15,RKUHP Sah! Penjara Bisa Penuh. #TolakRKUHP #SemuaBisaKena #TibaTibaDipenjara - Tandatangani Petisi!… https://t.co/4E8d2GbVsX,rkuhp sah penjara bisa penuh tolakrkuhp semuabisakena tibatibadipenjara tandatangani petisi cowok edgbvsx,rkuhp sah penjara bisa penuh tolakrkuhp semuabisakena tibatibadipenjara tandatangani petisi cowok edgbvsx,"['rkuhp', 'sah', 'penjara', 'bisa', 'penuh', 'tolakrkuhp', 'semuabisakena', 'tibatibadipenjara', 'tandatangani', 'petisi', 'cowok', 'edgbvsx']","['rkuhp', 'sah', 'penjara', 'bisa', 'penuh', 'tolakrkuhp', 'semuabisakena', 'tibatibadipenjara', 'tandatangani', 'petisi', 'cowok', 'edgbvsx']","['rkuhp', 'sah', 'penjara', 'penuh', 'tolakrkuhp', 'semuabisakena', 'tibatibadipenjara', 'tandatangani', 'petisi', 'cowok', 'edgbvsx']"
16,RKUHP Sah! Penjara Bisa Penuh. #TolakRKUHP #SemuaBisaKena #TibaTibaDipenjara - Tandatangani Petisi!… https://t.co/96DCHUc5YC,rkuhp sah penjara bisa penuh tolakrkuhp semuabisakena tibatibadipenjara tandatangani petisi cowok dchucyc,rkuhp sah penjara bisa penuh tolakrkuhp semuabisakena tibatibadipenjara tandatangani petisi cowok dchucyc,"['rkuhp', 'sah', 'penjara', 'bisa', 'penuh', 'tolakrkuhp', 'semuabisakena', 'tibatibadipenjara', 'tandatangani', 'petisi', 'cowok', 'dchucyc']","['rkuhp', 'sah', 'penjara', 'bisa', 'penuh', 'tolakrkuhp', 'semuabisakena', 'tibatibadipenjara', 'tandatangani', 'petisi', 'cowok', 'dchucyc']","['rkuhp', 'sah', 'penjara', 'penuh', 'tolakrkuhp', 'semuabisakena', 'tibatibadipenjara', 'tandatangani', 'petisi', 'cowok', 'dchucyc']"
17,"@nantihujan @Didik_triyon0 @Box2BoxBola Buktinya kemrin uud rkuhp itu,peduli rakyat atau lebih peduli terhadap para pejabat??",nantihujan didik_triyon boxboxbola buktinya kemrin uud rkuhp itu peduli rakyat atau lebih peduli terhadap para pejabat,nantihujan didik_triyon boxboxbola buktinya kemrin uud rkuhp itu peduli rakyat atau lebih peduli terhadap para pejabat,"['nantihujan', 'didik_triyon', 'boxboxbola', 'buktinya', 'kemrin', 'uud', 'rkuhp', 'itu', 'peduli', 'rakyat', 'atau', 'lebih', 'peduli', 'terhadap', 'para', 'pejabat']","['nantihujan', 'didik triyon', 'boxboxbola', 'bukti', 'kemrin', 'uud', 'rkuhp', 'itu', 'peduli', 'rakyat', 'atau', 'lebih', 'peduli', 'hadap', 'para', 'jabat']","['nantihujan', 'didik triyon', 'boxboxbola', 'bukti', 'kemrin', 'uud', 'rkuhp', 'peduli', 'rakyat', 'peduli', 'hadap', 'jabat']"
18,@CNNIndonesia Perkataan yg tdk mendidik dan berpotensi MAKAR dan HATE SPEECH. Niat saja sdh dianggap MAKAR sesuai p… https://t.co/htCqqo4xC2,cnnindonesia perkataan yang tidak mendidik dan berpotensi makar dan hate speech niat saja sudah dianggap makar sesuai cowok htcqqoxc,cnnindonesia perkataan yang tidak mendidik dan berpotensi makar dan hate speech niat saja sudah dianggap makar sesuai cowok htcqqoxc,"['cnnindonesia', 'perkataan', 'yang', 'tidak', 'mendidik', 'dan', 'berpotensi', 'makar', 'dan', 'hate', 'speech', 'niat', 'saja', 'sudah', 'dianggap', 'makar', 'sesuai', 'cowok', 'htcqqoxc']","['cnnindonesia', 'kata', 'yang', 'tidak', 'didik', 'dan', 'potensi', 'makar', 'dan', 'hate', 'speech', 'niat', 'saja', 'sudah', 'anggap', 'makar', 'sesuai', 'cowok', 'htcqqoxc']","['cnnindonesia', 'didik', 'potensi', 'makar', 'hate', 'speech', 'niat', 'anggap', 'makar', 'sesuai', 'cowok', 'htcqqoxc']"
19,"RT @OposisiCerdas: Hukuman Koruptor Dipangkas dalam RKUHP, Korupsi Bukan Lagi ""Extraordinary Crime""?
https://t.co/s3tU2WrJul",rt oposisicerdas hukuman koruptor dipangkas dalam rkuhp korupsi bukan lagi extraordinary crime cowok stuwrjul,rt oposisicerdas hukuman koruptor dipangkas dalam rkuhp korupsi bukan lagi extraordinary crime cowok stuwrjul,"['rt', 'oposisicerdas', 'hukuman', 'koruptor', 'dipangkas', 'dalam', 'rkuhp', 'korupsi', 'bukan', 'lagi', 'extraordinary', 'crime', 'cowok', 'stuwrjul']","['rt', 'oposisicerdas', 'hukum', 'koruptor', 'pangkas', 'dalam', 'rkuhp', 'korupsi', 'bukan', 'lagi', 'extraordinary', 'crime', 'cowok', 'stuwrjul']","['rt', 'oposisicerdas', 'hukum', 'koruptor', 'pangkas', 'rkuhp', 'korupsi', 'extraordinary', 'crime', 'cowok', 'stuwrjul']"
20,@xmataelangx @jogjamnfs Daster anti RKUHP,xmataelangx jogjamnfs daster anti rkuhp,xmataelangx jogjamnfs daster anti rkuhp,"['xmataelangx', 'jogjamnfs', 'daster', 'anti', 'rkuhp']","['xmataelangx', 'jogjamnfs', 'daster', 'anti', 'rkuhp']","['xmataelangx', 'jogjamnfs', 'daster', 'anti', 'rkuhp']"
21,"KUHP Wujudkan Keadilan dan Kepastian Hukum Bagi Semua

#Kabardpr #news #naisonal #KUHPuntuksemua… https://t.co/ErtmuFyOg0",kuhp wujudkan keadilan dan kepastian hukum bagi semua kabardpr news naisonal kuhpuntuksemua cowok ertmufyog,kuhp wujudkan keadilan dan kepastian hukum bagi semua kabardpr news naisonal kuhpuntuksemua cowok ertmufyog,"['kuhp', 'wujudkan', 'keadilan', 'dan', 'kepastian', 'hukum', 'bagi', 'semua', 'kabardpr', 'news', 'naisonal', 'kuhpuntuksemua', 'cowok', 'ertmufyog']","['kuhp', 'wujud', 'adil', 'dan', 'pasti', 'hukum', 'bagi', 'semua', 'kabardpr', 'news', 'naisonal', 'kuhpuntuksemua', 'cowok', 'ertmufyog']","['kuhp', 'wujud', 'adil', 'hukum', 'kabardpr', 'news', 'naisonal', 'kuhpuntuksemua', 'cowok', 'ertmufyog']"
22,"@idextratime Awas etmin, sebelum rkuhp disahkan lu masih bebas beberewekan 😂",idextratime awas etmin sebelum rkuhp disahkan kamu masih bebas beberewekan,idextratime awas etmin sebelum rkuhp disahkan kamu masih bebas beberewekan,"['idextratime', 'awas', 'etmin', 'sebelum', 'rkuhp', 'disahkan', 'kamu', 'masih', 'bebas', 'beberewekan']","['idextratime', 'awas', 'etmin', 'belum', 'rkuhp', 'sah', 'kamu', 'masih', 'bebas', 'beberewekan']","['idextratime', 'awas', 'etmin', 'rkuhp', 'sah', 'bebas', 'beberewekan']"
23,@xnalvna Wtf iya rkuhp yg baru itu ya,xnalvna what the fuck iya rkuhp yang baru itu iya,xnalvna what the fuck iya rkuhp yang baru itu iya,"['xnalvna', 'what', 'the', 'fuck', 'iya', 'rkuhp', 'yang', 'baru', 'itu', 'iya']","['xnalvna', 'what', 'the', 'fuck', 'iya', 'rkuhp', 'yang', 'baru', 'itu', 'iya']","['xnalvna', 'what', 'the', 'fuck', 'iya', 'rkuhp', 'iya']"
24,@VIVAcoid Udh berani skrg udh punya rkuhp,vivacoid sudah berani sekarang sudah punya rkuhp,vivacoid sudah berani sekarang sudah punya rkuhp,"['vivacoid', 'sudah', 'berani', 'sekarang', 'sudah', 'punya', 'rkuhp']","['vivacoid', 'sudah', 'berani', 'sekarang', 'sudah', 'punya', 'rkuhp']","['vivacoid', 'berani', 'rkuhp']"
25,"KSP Sebut Pengesahan RKUHP Sempurnakan Tata Regulasi Hukum !
#JokowiPresidenku
#PembangunanUntukRakyat… https://t.co/OCWM5pQF6E",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok ocwmpqfe,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok ocwmpqfe,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'ocwmpqfe']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'ocwmpqfe']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'ocwmpqfe']"
26,"KSP Sebut Pengesahan RKUHP Sempurnakan Tata Regulasi Hukum !
#JokowiPresidenku
#PembangunanUntukRakyat… https://t.co/IgjADc52Tp",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok igjadctp,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok igjadctp,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'igjadctp']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'igjadctp']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'igjadctp']"
27,"KSP sebut pengesahan RKUHP sempurnakan tata regulasi hukum!! 
#JokowiPresidenku
#PembangunanUntukRakyat… https://t.co/FaBJ7oF3oY",ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok fabjofoy,ksp sebut pengesahan rkuhp sempurnakan tata regulasi hukum jokowipresidenku pembangunanuntukrakyat cowok fabjofoy,"['ksp', 'sebut', 'pengesahan', 'rkuhp', 'sempurnakan', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'fabjofoy']","['ksp', 'sebut', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'fabjofoy']","['ksp', 'kesah', 'rkuhp', 'sempurna', 'tata', 'regulasi', 'hukum', 'jokowipresidenku', 'pembangunanuntukrakyat', 'cowok', 'fabjofoy']"
28,"Menyikapi penolakan terhadap RKUHP dari berbagai kalangan, Kementerian Kominfo bergerak cepat mensosialisasikan RKU… https://t.co/QKerP85KJl",menyikapi penolakan terhadap rkuhp dari berbagai kalangan kementerian kominfo bergerak cepat mensosialisasikan rku cowok qkerpkjl,menyikapi penolakan terhadap rkuhp dari berbagai kalangan kementerian kominfo bergerak cepat mensosialisasikan rku cowok qkerpkjl,"['menyikapi', 'penolakan', 'terhadap', 'rkuhp', 'dari', 'berbagai', 'kalangan', 'kementerian', 'kominfo', 'bergerak', 'cepat', 'mensosialisasikan', 'rku', 'cowok', 'qkerpkjl']","['sikap', 'tolak', 'hadap', 'rkuhp', 'dari', 'bagai', 'kalang', 'menteri', 'kominfo', 'gerak', 'cepat', 'sosialisasi', 'rku', 'cowok', 'qkerpkjl']","['sikap', 'tolak', 'hadap', 'rkuhp', 'kalang', 'menteri', 'kominfo', 'gerak', 'cepat', 'sosialisasi', 'rku', 'cowok', 'qkerpkjl']"
29,@snymrshn @RFahrinaldo @The_RedsIndo Kan sekarang ada RKUHP tentang ga boleh menghina pemerintah. Jadi pake negara Konoha biar ga kena pasal,snymrshn rfahrinaldo the_redsindo kan sekarang ada rkuhp tentang enggak boleh menghina pemerintah jadi pakai negara konoha biar enggak kena pasal,snymrshn rfahrinaldo the_redsindo kan sekarang ada rkuhp tentang enggak boleh menghina pemerintah jadi pakai negara konoha biar enggak kena pasal,"['snymrshn', 'rfahrinaldo', 'the_redsindo', 'kan', 'sekarang', 'ada', 'rkuhp', 'tentang', 'enggak', 'boleh', 'menghina', 'pemerintah', 'jadi', 'pakai', 'negara', 'konoha', 'biar', 'enggak', 'kena', 'pasal']","['snymrshn', 'rfahrinaldo', 'the redsindo', 'kan', 'sekarang', 'ada', 'rkuhp', 'tentang', 'enggak', 'boleh', 'hina', 'perintah', 'jadi', 'pakai', 'negara', 'konoha', 'biar', 'enggak', 'kena', 'pasal']","['snymrshn', 'rfahrinaldo', 'the redsindo', 'rkuhp', 'hina', 'perintah', 'pakai', 'negara', 'konoha', 'biar', 'kena', 'pasal']"
30,"RT @Kimberley_2022: Apakah ada korelasi, momen pengesahan RKUHP -&gt; Bom Bundir -&gt; memakai jasa aparat keamanan overdosis untuk jagain orang…",rt kimberley_ apakah ada korelasi momen pengesahan rkuhp begitu bom bundir begitu memakai jasa aparat keamanan overdosis untuk menjaga orang,rt kimberley_ apakah ada korelasi momen pengesahan rkuhp begitu bom bundir begitu memakai jasa aparat keamanan overdosis untuk menjaga orang,"['rt', 'kimberley_', 'apakah', 'ada', 'korelasi', 'momen', 'pengesahan', 'rkuhp', 'begitu', 'bom', 'bundir', 'begitu', 'memakai', 'jasa', 'aparat', 'keamanan', 'overdosis', 'untuk', 'menjaga', 'orang']","['rt', 'kimberley', 'apakah', 'ada', 'korelasi', 'momen', 'kesah', 'rkuhp', 'begitu', 'bom', 'bundir', 'begitu', 'pakai', 'jasa', 'aparat', 'aman', 'overdosis', 'untuk', 'jaga', 'orang']","['rt', 'kimberley', 'korelasi', 'momen', 'kesah', 'rkuhp', 'bom', 'bundir', 'pakai', 'jasa', 'aparat', 'aman', 'overdosis', 'jaga', 'orang']"
